material_id,M_element,Ru_fraction,M_fraction,nominal_formula,adsorption_site_index,h2o_structure_file,predicted_energy_eV,backend,status
MAT_205,Er,0.2,0.8,Ru0.20Er0.80Ox,1,data\h2o_adsorbates\MAT_205_H2O_site1.cif,-488.838309629369,uma-s-1p2,success
MAT_205,Er,0.2,0.8,Ru0.20Er0.80Ox,2,data\h2o_adsorbates\MAT_205_H2O_site2.cif,-488.9254940726828,uma-s-1p2,success
MAT_207,Yb,0.8,0.1999999999999999,Ru0.80Yb0.20Ox,0,data\h2o_adsorbates\MAT_207_H2O_site0.cif,-624.4641433977544,uma-s-1p2,success
MAT_207,Yb,0.8,0.1999999999999999,Ru0.80Yb0.20Ox,1,data\h2o_adsorbates\MAT_207_H2O_site1.cif,-625.5557810221669,uma-s-1p2,success
MAT_207,Yb,0.8,0.1999999999999999,Ru0.80Yb0.20Ox,2,data\h2o_adsorbates\MAT_207_H2O_site2.cif,-624.9151288595342,uma-s-1p2,success
MAT_208,Yb,0.6,0.4,Ru0.60Yb0.40Ox,0,data\h2o_adsorbates\MAT_208_H2O_site0.cif,-581.9976062641476,uma-s-1p2,success
MAT_208,Yb,0.6,0.4,Ru0.60Yb0.40Ox,1,data\h2o_adsorbates\MAT_208_H2O_site1.cif,-583.103091559343,uma-s-1p2,success
MAT_208,Yb,0.6,0.4,Ru0.60Yb0.40Ox,2,data\h2o_adsorbates\MAT_208_H2O_site2.cif,-582.3019811875427,uma-s-1p2,success
MAT_209,Yb,0.4,0.6,Ru0.40Yb0.60Ox,0,data\h2o_adsorbates\MAT_209_H2O_site0.cif,-498.07086479474367,uma-s-1p2,success
MAT_209,Yb,0.4,0.6,Ru0.40Yb0.60Ox,1,data\h2o_adsorbates\MAT_209_H2O_site1.cif,-498.2827759322031,uma-s-1p2,success
MAT_209,Yb,0.4,0.6,Ru0.40Yb0.60Ox,2,data\h2o_adsorbates\MAT_209_H2O_site2.cif,-498.4830172836905,uma-s-1p2,success
MAT_210,Yb,0.2,0.8,Ru0.20Yb0.80Ox,0,data\h2o_adsorbates\MAT_210_H2O_site0.cif,-458.6600074541119,uma-s-1p2,success
MAT_210,Yb,0.2,0.8,Ru0.20Yb0.80Ox,1,data\h2o_adsorbates\MAT_210_H2O_site1.cif,-458.8478915954331,uma-s-1p2,success
MAT_210,Yb,0.2,0.8,Ru0.20Yb0.80Ox,2,data\h2o_adsorbates\MAT_210_H2O_site2.cif,-458.8472820059572,uma-s-1p2,success
MAT_212,Hf,0.8,0.1999999999999999,Ru0.80Hf0.20Ox,0,data\h2o_adsorbates\MAT_212_H2O_site0.cif,-754.7985707978845,uma-s-1p2,success
MAT_212,Hf,0.8,0.1999999999999999,Ru0.80Hf0.20Ox,1,data\h2o_adsorbates\MAT_212_H2O_site1.cif,-755.3254559086505,uma-s-1p2,success
MAT_212,Hf,0.8,0.1999999999999999,Ru0.80Hf0.20Ox,2,data\h2o_adsorbates\MAT_212_H2O_site2.cif,-754.7173071199633,uma-s-1p2,success
MAT_213,Hf,0.6,0.4,Ru0.60Hf0.40Ox,0,data\h2o_adsorbates\MAT_213_H2O_site0.cif,-778.9055295355777,uma-s-1p2,success
MAT_213,Hf,0.6,0.4,Ru0.60Hf0.40Ox,1,data\h2o_adsorbates\MAT_213_H2O_site1.cif,-779.4377463745454,uma-s-1p2,success
MAT_213,Hf,0.6,0.4,Ru0.60Hf0.40Ox,2,data\h2o_adsorbates\MAT_213_H2O_site2.cif,-778.7231480498796,uma-s-1p2,success
MAT_214,Hf,0.4,0.6,Ru0.40Hf0.60Ox,0,data\h2o_adsorbates\MAT_214_H2O_site0.cif,-832.9854666927494,uma-s-1p2,success
MAT_214,Hf,0.4,0.6,Ru0.40Hf0.60Ox,1,data\h2o_adsorbates\MAT_214_H2O_site1.cif,-832.9131462659635,uma-s-1p2,success
MAT_214,Hf,0.4,0.6,Ru0.40Hf0.60Ox,2,data\h2o_adsorbates\MAT_214_H2O_site2.cif,-832.7261932216485,uma-s-1p2,success
MAT_215,Hf,0.2,0.8,Ru0.20Hf0.80Ox,0,data\h2o_adsorbates\MAT_215_H2O_site0.cif,-858.6459200005592,uma-s-1p2,success
MAT_215,Hf,0.2,0.8,Ru0.20Hf0.80Ox,1,data\h2o_adsorbates\MAT_215_H2O_site1.cif,-858.5095150090659,uma-s-1p2,success
MAT_215,Hf,0.2,0.8,Ru0.20Hf0.80Ox,2,data\h2o_adsorbates\MAT_215_H2O_site2.cif,-858.8282418616334,uma-s-1p2,success
MAT_217,Ta,0.8,0.1999999999999999,Ru0.80Ta0.20Ox,0,data\h2o_adsorbates\MAT_217_H2O_site0.cif,-761.3937943368182,uma-s-1p2,success
MAT_217,Ta,0.8,0.1999999999999999,Ru0.80Ta0.20Ox,1,data\h2o_adsorbates\MAT_217_H2O_site1.cif,-761.4796891429876,uma-s-1p2,success
MAT_217,Ta,0.8,0.1999999999999999,Ru0.80Ta0.20Ox,2,data\h2o_adsorbates\MAT_217_H2O_site2.cif,-760.9455963843207,uma-s-1p2,success
MAT_218,Ta,0.6,0.4,Ru0.60Ta0.40Ox,0,data\h2o_adsorbates\MAT_218_H2O_site0.cif,-790.249039332431,uma-s-1p2,success
MAT_218,Ta,0.6,0.4,Ru0.60Ta0.40Ox,1,data\h2o_adsorbates\MAT_218_H2O_site1.cif,-790.338047399852,uma-s-1p2,success
MAT_218,Ta,0.6,0.4,Ru0.60Ta0.40Ox,2,data\h2o_adsorbates\MAT_218_H2O_site2.cif,-789.8108275633018,uma-s-1p2,success
MAT_219,Ta,0.4,0.6,Ru0.40Ta0.60Ox,0,data\h2o_adsorbates\MAT_219_H2O_site0.cif,-845.2827898418127,uma-s-1p2,success
MAT_219,Ta,0.4,0.6,Ru0.40Ta0.60Ox,1,data\h2o_adsorbates\MAT_219_H2O_site1.cif,-845.0812177686078,uma-s-1p2,success
MAT_219,Ta,0.4,0.6,Ru0.40Ta0.60Ox,2,data\h2o_adsorbates\MAT_219_H2O_site2.cif,-844.6929865972588,uma-s-1p2,success
MAT_220,Ta,0.2,0.8,Ru0.20Ta0.80Ox,0,data\h2o_adsorbates\MAT_220_H2O_site0.cif,-864.7843802070645,uma-s-1p2,success
MAT_220,Ta,0.2,0.8,Ru0.20Ta0.80Ox,1,data\h2o_adsorbates\MAT_220_H2O_site1.cif,-864.6194883185666,uma-s-1p2,success
MAT_220,Ta,0.2,0.8,Ru0.20Ta0.80Ox,2,data\h2o_adsorbates\MAT_220_H2O_site2.cif,-864.8989360997288,uma-s-1p2,success
MAT_222,W,0.8,0.1999999999999999,Ru0.80W0.20Ox,0,data\h2o_adsorbates\MAT_222_H2O_site0.cif,-704.4779871225192,uma-s-1p2,success
MAT_222,W,0.8,0.1999999999999999,Ru0.80W0.20Ox,1,data\h2o_adsorbates\MAT_222_H2O_site1.cif,-703.9712365620667,uma-s-1p2,success
MAT_222,W,0.8,0.1999999999999999,Ru0.80W0.20Ox,2,data\h2o_adsorbates\MAT_222_H2O_site2.cif,-704.0280204311642,uma-s-1p2,success
MAT_223,W,0.6,0.4,Ru0.60W0.40Ox,0,data\h2o_adsorbates\MAT_223_H2O_site0.cif,-705.6235048638866,uma-s-1p2,success
MAT_223,W,0.6,0.4,Ru0.60W0.40Ox,1,data\h2o_adsorbates\MAT_223_H2O_site1.cif,-705.1697154000033,uma-s-1p2,success
MAT_223,W,0.6,0.4,Ru0.60W0.40Ox,2,data\h2o_adsorbates\MAT_223_H2O_site2.cif,-705.5722318943232,uma-s-1p2,success
MAT_224,W,0.4,0.6,Ru0.40W0.60Ox,0,data\h2o_adsorbates\MAT_224_H2O_site0.cif,-703.9960998655852,uma-s-1p2,success
MAT_224,W,0.4,0.6,Ru0.40W0.60Ox,1,data\h2o_adsorbates\MAT_224_H2O_site1.cif,-704.425440694027,uma-s-1p2,success
MAT_224,W,0.4,0.6,Ru0.40W0.60Ox,2,data\h2o_adsorbates\MAT_224_H2O_site2.cif,-704.3734348662708,uma-s-1p2,success
MAT_225,W,0.2,0.8,Ru0.20W0.80Ox,0,data\h2o_adsorbates\MAT_225_H2O_site0.cif,-700.5091168026826,uma-s-1p2,success
MAT_225,W,0.2,0.8,Ru0.20W0.80Ox,1,data\h2o_adsorbates\MAT_225_H2O_site1.cif,-700.9508310941437,uma-s-1p2,success
MAT_225,W,0.2,0.8,Ru0.20W0.80Ox,2,data\h2o_adsorbates\MAT_225_H2O_site2.cif,-700.9119389841225,uma-s-1p2,success
MAT_227,Re,0.8,0.1999999999999999,Ru0.80Re0.20Ox,0,data\h2o_adsorbates\MAT_227_H2O_site0.cif,-735.9063453515039,uma-s-1p2,success
MAT_227,Re,0.8,0.1999999999999999,Ru0.80Re0.20Ox,1,data\h2o_adsorbates\MAT_227_H2O_site1.cif,-735.7829086519556,uma-s-1p2,success
MAT_227,Re,0.8,0.1999999999999999,Ru0.80Re0.20Ox,2,data\h2o_adsorbates\MAT_227_H2O_site2.cif,-735.2636505686924,uma-s-1p2,success
MAT_228,Re,0.6,0.4,Ru0.60Re0.40Ox,0,data\h2o_adsorbates\MAT_228_H2O_site0.cif,-752.7566082410495,uma-s-1p2,success
MAT_228,Re,0.6,0.4,Ru0.60Re0.40Ox,1,data\h2o_adsorbates\MAT_228_H2O_site1.cif,-752.6201111767188,uma-s-1p2,success
MAT_228,Re,0.6,0.4,Ru0.60Re0.40Ox,2,data\h2o_adsorbates\MAT_228_H2O_site2.cif,-752.1281238611057,uma-s-1p2,success
MAT_229,Re,0.4,0.6,Ru0.40Re0.60Ox,0,data\h2o_adsorbates\MAT_229_H2O_site0.cif,-781.2996994348429,uma-s-1p2,success
MAT_229,Re,0.4,0.6,Ru0.40Re0.60Ox,1,data\h2o_adsorbates\MAT_229_H2O_site1.cif,-781.2673050539998,uma-s-1p2,success
MAT_229,Re,0.4,0.6,Ru0.40Re0.60Ox,2,data\h2o_adsorbates\MAT_229_H2O_site2.cif,-780.6357746339246,uma-s-1p2,success
MAT_230,Re,0.2,0.8,Ru0.20Re0.80Ox,0,data\h2o_adsorbates\MAT_230_H2O_site0.cif,-793.1065936214832,uma-s-1p2,success
MAT_230,Re,0.2,0.8,Ru0.20Re0.80Ox,1,data\h2o_adsorbates\MAT_230_H2O_site1.cif,-793.0835822336875,uma-s-1p2,success
MAT_230,Re,0.2,0.8,Ru0.20Re0.80Ox,2,data\h2o_adsorbates\MAT_230_H2O_site2.cif,-792.6840809085769,uma-s-1p2,success
MAT_232,Os,0.8,0.1999999999999999,Ru0.80Os0.20Ox,0,data\h2o_adsorbates\MAT_232_H2O_site0.cif,-717.347087492308,uma-s-1p2,success
MAT_232,Os,0.8,0.1999999999999999,Ru0.80Os0.20Ox,1,data\h2o_adsorbates\MAT_232_H2O_site1.cif,-717.2593195010784,uma-s-1p2,success
MAT_232,Os,0.8,0.1999999999999999,Ru0.80Os0.20Ox,2,data\h2o_adsorbates\MAT_232_H2O_site2.cif,-716.7263778403563,uma-s-1p2,success
MAT_233,Os,0.6,0.4,Ru0.60Os0.40Ox,0,data\h2o_adsorbates\MAT_233_H2O_site0.cif,-724.2603202645967,uma-s-1p2,success
MAT_233,Os,0.6,0.4,Ru0.60Os0.40Ox,1,data\h2o_adsorbates\MAT_233_H2O_site1.cif,-724.1727723592945,uma-s-1p2,success
MAT_233,Os,0.6,0.4,Ru0.60Os0.40Ox,2,data\h2o_adsorbates\MAT_233_H2O_site2.cif,-723.6483038493061,uma-s-1p2,success
MAT_234,Os,0.4,0.6,Ru0.40Os0.60Ox,0,data\h2o_adsorbates\MAT_234_H2O_site0.cif,-735.129326981636,uma-s-1p2,success
MAT_234,Os,0.4,0.6,Ru0.40Os0.60Ox,1,data\h2o_adsorbates\MAT_234_H2O_site1.cif,-735.1062384315331,uma-s-1p2,success
MAT_234,Os,0.4,0.6,Ru0.40Os0.60Ox,2,data\h2o_adsorbates\MAT_234_H2O_site2.cif,-734.4894455871882,uma-s-1p2,success
MAT_235,Os,0.2,0.8,Ru0.20Os0.80Ox,0,data\h2o_adsorbates\MAT_235_H2O_site0.cif,-739.4801221732963,uma-s-1p2,success
MAT_235,Os,0.2,0.8,Ru0.20Os0.80Ox,1,data\h2o_adsorbates\MAT_235_H2O_site1.cif,-739.4587044449852,uma-s-1p2,success
MAT_235,Os,0.2,0.8,Ru0.20Os0.80Ox,2,data\h2o_adsorbates\MAT_235_H2O_site2.cif,-738.8508096952406,uma-s-1p2,success
MAT_237,Ir,0.8,0.1999999999999999,Ru0.80Ir0.20Ox,0,data\h2o_adsorbates\MAT_237_H2O_site0.cif,-695.3976246706127,uma-s-1p2,success
MAT_237,Ir,0.8,0.1999999999999999,Ru0.80Ir0.20Ox,1,data\h2o_adsorbates\MAT_237_H2O_site1.cif,-695.4058106742771,uma-s-1p2,success
MAT_237,Ir,0.8,0.1999999999999999,Ru0.80Ir0.20Ox,2,data\h2o_adsorbates\MAT_237_H2O_site2.cif,-694.8722181445321,uma-s-1p2,success
MAT_238,Ir,0.6,0.4,Ru0.60Ir0.40Ox,0,data\h2o_adsorbates\MAT_238_H2O_site0.cif,-690.5364627890937,uma-s-1p2,success
MAT_238,Ir,0.6,0.4,Ru0.60Ir0.40Ox,1,data\h2o_adsorbates\MAT_238_H2O_site1.cif,-690.5449480982212,uma-s-1p2,success
MAT_238,Ir,0.6,0.4,Ru0.60Ir0.40Ox,2,data\h2o_adsorbates\MAT_238_H2O_site2.cif,-689.9719185779313,uma-s-1p2,success
MAT_239,Ir,0.4,0.6,Ru0.40Ir0.60Ox,0,data\h2o_adsorbates\MAT_239_H2O_site0.cif,-680.2804688215713,uma-s-1p2,success
MAT_239,Ir,0.4,0.6,Ru0.40Ir0.60Ox,1,data\h2o_adsorbates\MAT_239_H2O_site1.cif,-680.2116781535196,uma-s-1p2,success
MAT_239,Ir,0.4,0.6,Ru0.40Ir0.60Ox,2,data\h2o_adsorbates\MAT_239_H2O_site2.cif,-679.667564858522,uma-s-1p2,success
MAT_240,Ir,0.2,0.8,Ru0.20Ir0.80Ox,0,data\h2o_adsorbates\MAT_240_H2O_site0.cif,-674.9880977009194,uma-s-1p2,success
MAT_240,Ir,0.2,0.8,Ru0.20Ir0.80Ox,1,data\h2o_adsorbates\MAT_240_H2O_site1.cif,-674.9177176378199,uma-s-1p2,success
MAT_240,Ir,0.2,0.8,Ru0.20Ir0.80Ox,2,data\h2o_adsorbates\MAT_240_H2O_site2.cif,-674.093880868078,uma-s-1p2,success
MAT_242,Pt,0.8,0.1999999999999999,Ru0.80Pt0.20Ox,0,data\h2o_adsorbates\MAT_242_H2O_site0.cif,-665.6855701449289,uma-s-1p2,success
MAT_242,Pt,0.8,0.1999999999999999,Ru0.80Pt0.20Ox,1,data\h2o_adsorbates\MAT_242_H2O_site1.cif,-665.1365102683532,uma-s-1p2,success
MAT_242,Pt,0.8,0.1999999999999999,Ru0.80Pt0.20Ox,2,data\h2o_adsorbates\MAT_242_H2O_site2.cif,-665.0804803546614,uma-s-1p2,success
MAT_243,Pt,0.6,0.4,Ru0.60Pt0.40Ox,0,data\h2o_adsorbates\MAT_243_H2O_site0.cif,-644.8407155702723,uma-s-1p2,success
MAT_243,Pt,0.6,0.4,Ru0.60Pt0.40Ox,1,data\h2o_adsorbates\MAT_243_H2O_site1.cif,-644.2243618404221,uma-s-1p2,success
MAT_243,Pt,0.6,0.4,Ru0.60Pt0.40Ox,2,data\h2o_adsorbates\MAT_243_H2O_site2.cif,-644.4522500173841,uma-s-1p2,success
MAT_244,Pt,0.4,0.6,Ru0.40Pt0.60Ox,0,data\h2o_adsorbates\MAT_244_H2O_site0.cif,-604.8147968414729,uma-s-1p2,success
MAT_244,Pt,0.4,0.6,Ru0.40Pt0.60Ox,1,data\h2o_adsorbates\MAT_244_H2O_site1.cif,-604.9801362058612,uma-s-1p2,success
MAT_244,Pt,0.4,0.6,Ru0.40Pt0.60Ox,2,data\h2o_adsorbates\MAT_244_H2O_site2.cif,-605.0210932306161,uma-s-1p2,success
MAT_245,Pt,0.2,0.8,Ru0.20Pt0.80Ox,0,data\h2o_adsorbates\MAT_245_H2O_site0.cif,-585.7874657848558,uma-s-1p2,success
MAT_245,Pt,0.2,0.8,Ru0.20Pt0.80Ox,1,data\h2o_adsorbates\MAT_245_H2O_site1.cif,-586.0386812328866,uma-s-1p2,success
MAT_245,Pt,0.2,0.8,Ru0.20Pt0.80Ox,2,data\h2o_adsorbates\MAT_245_H2O_site2.cif,-586.0723026316459,uma-s-1p2,success
